policy,assignment_accuracy,energy_w,switching_penalty_w,energy_w_with_switching,energy_saving_vs_all_on,energy_saving_with_switching_vs_all_on,energy_gap_vs_oracle,energy_gap_with_switching_vs_oracle_static,served_ratio,active_bs,switch_events,activation_events,deactivation_events,max_load,energy_gap_with_switching_vs_oracle
oracle,1.0,395.7786006600803,87.5,483.2786006600803,0.6100703441772607,0.5238634476255366,0.0,0.22161010932365058,1.0,2.7,2.5,1.25,1.25,0.8193546052534375,-2.35240785680016e-16
greedy_sleep,0.513,423.2252242680123,129.5,552.7252242680124,0.5830293356965395,0.45544312879998783,0.07449016551133893,0.42614874802008035,1.0,2.9,3.7,1.85,1.85,0.8416054786356902,0.14369894200380307
load_sleep,0.513,423.2252242680123,129.5,552.7252242680124,0.5830293356965395,0.45544312879998783,0.07449016551133893,0.42614874802008035,1.0,2.9,3.7,1.85,1.85,0.8416054786356902,0.14369894200380307
ml_gcn_pruned,0.507,431.6720624618749,115.5,547.1720624618749,0.5747073276237685,0.46091422417549277,0.10547972812793305,0.4194512312895453,1.0,2.95,3.3,1.65,1.65,0.857729851847043,0.13220834051937405
attn_ml_gcn_pruned,0.512,436.2774284325187,119.0,555.2774284325187,0.57017002124875,0.4529286419384052,0.11384738099316224,0.43404435218262644,1.0,3.0,3.4,1.7,1.7,0.8579492776070607,0.14897996243595213
flat_mlp_pruned,0.501,438.99486690295527,119.0,557.9948669029552,0.5674927419675317,0.45025136265718696,0.1059877138858748,0.4292899266715522,1.0,3.0,3.4,1.7,1.7,0.865302172250994,0.15460288566641361
agg_gcn_pruned,0.496,439.6522750639002,112.0,551.6522750639002,0.5668450491981278,0.45650022161192105,0.09801800612669835,0.40385436192556323,1.0,3.0,3.2,1.6,1.6,0.8719192228420353,0.14147879568934443
rsrp_sleep,0.47400000000000003,462.82363999302487,119.0,581.8236399930249,0.5440161182334731,0.42677473892312817,0.15353031721482344,0.4704023336403087,1.0,3.3,3.4,1.7,1.7,0.7974040130583584,0.20390937897591144
sinr_sleep,0.47400000000000003,462.82363999302487,119.0,581.8236399930249,0.5440161182334731,0.42677473892312817,0.15353031721482344,0.4704023336403087,1.0,3.3,3.4,1.7,1.7,0.7974040130583584,0.20390937897591144
attn_ml_gcn,0.461,492.93838447664956,131.25,624.1883844766496,0.514346419234828,0.38503607440724186,0.25868656560681547,0.6214007836367527,1.0,3.5,3.75,1.9,1.85,0.8185156222851833,0.29157050120594874
ml_gcn,0.461,492.93838447664956,131.25,624.1883844766496,0.514346419234828,0.38503607440724186,0.25868656560681547,0.6214007836367527,1.0,3.5,3.75,1.9,1.85,0.8185156222851833,0.29157050120594874
agg_gcn,0.425,493.2725261501158,133.0,626.2725261501158,0.5140172156156494,0.38298273285702866,0.2651502314085264,0.6296497403979602,1.0,3.5,3.8,1.9,1.9,0.822004862119704,0.29588300680958934
flat_mlp,0.417,507.2693945506191,110.25,617.5193945506192,0.5002271974870748,0.3916065078319024,0.29664681451339364,0.6055140626756347,1.0,3.6,3.15,1.6,1.55,0.8269052571946617,0.2777710283616686
rsrp,0.393,830.0277219980892,0.0,830.0277219980892,0.18223869753882835,0.18223869753882835,1.2139323977551402,1.2139323977551402,1.0,7.0,0.0,0.0,0.0,0.629843757770535,0.7174932241245641
sinr,0.393,830.0277219980892,0.0,830.0277219980892,0.18223869753882835,0.18223869753882835,1.2139323977551402,1.2139323977551402,1.0,7.0,0.0,0.0,0.0,0.629843757770535,0.7174932241245641
load_aware,0.4,835.7600078882382,0.0,835.7600078882382,0.1765911252332629,0.1765911252332629,1.2286177522742308,1.2286177522742308,1.0,7.0,0.0,0.0,0.0,0.6314057278857464,0.7293544691337981
