policy,active_count_hint,mean_predicted_active_score,attention_association,attention_interference,attention_load,attention_temporal
flat_mlp,3,0.4713425561123536,,,,
agg_gcn,3,0.4689274412244834,,,,
ml_gcn,3,0.4618896540025821,,,,
attn_ml_gcn,3,0.46190171512289563,0.23791330342390762,0.25830706918262747,0.25473029950219517,0.2490493278912698
