policy,active_count_hint,mean_predicted_active_score,attention_association,attention_interference,attention_load,attention_temporal
flat_mlp,1,0.4105770964186681,,,,
agg_gcn,1,0.4224701734254568,,,,
ml_gcn,1,0.4155699174143009,,,,
attn_ml_gcn,1,0.41558823374107806,0.23970842018777114,0.2651899189132762,0.24738069406443405,0.2477209668345186
