policy,assignment_accuracy,energy_w,energy_saving_vs_all_on,energy_gap_vs_oracle,served_ratio,active_bs,max_load
oracle,1.0,347.5144584264529,0.6576212232251695,0.0,1.0,2.35,0.7910137967079779
greedy_sleep,0.653,371.620264823644,0.6338716602722719,0.06651345142152902,1.0,2.55,0.7937637427820111
load_sleep,0.653,371.620264823644,0.6338716602722719,0.06651345142152902,1.0,2.55,0.7937637427820111
agg_gcn_pruned,0.43600000000000005,379.2694035659676,0.6263355629891945,0.09490019633994064,1.0,2.6,0.8045598331143591
flat_mlp_pruned,0.44299999999999995,381.90385643148795,0.6237400429246425,0.1029948980327133,1.0,2.6,0.8256468018852974
rsrp_sleep,0.613,391.06296036799574,0.6147162952039451,0.12743800652529655,1.0,2.75,0.7558306807371229
sinr_sleep,0.613,391.06296036799574,0.6147162952039451,0.12743800652529655,1.0,2.75,0.7558306807371229
ml_gcn_pruned,0.284,391.5403384457058,0.6142459719746741,0.1319063097048082,1.0,2.65,0.8465064117978505
attn_ml_gcn_pruned,0.307,391.7543768620889,0.6140350966875971,0.13224236536431253,1.0,2.65,0.8489026399269136
agg_gcn,0.35300000000000004,434.02430481759154,0.572389847470353,0.25202615261105377,1.0,3.0,0.84571903326036
flat_mlp,0.389,437.22363735447453,0.5692377957098773,0.26765083317190586,1.0,3.05,0.8268309598195538
ml_gcn,0.27,449.77906671860626,0.5568679145629495,0.32048050215526713,1.0,3.15,0.8212807090688953
attn_ml_gcn,0.251,451.4884128392843,0.5551838297149908,0.32470608279905006,1.0,3.15,0.8319392018516385
rsrp,0.36100000000000004,810.0269791766448,0.20194386288015287,1.3838561878335838,1.0,7.0,0.5600870175053241
sinr,0.36100000000000004,810.0269791766448,0.20194386288015287,1.3838561878335838,1.0,7.0,0.5600870175053241
load_aware,0.35700000000000004,816.1014091654368,0.19595920279267307,1.4021071472755926,1.0,7.0,0.5610660485379674
