policy,assignment_accuracy,energy_w,energy_saving_vs_all_on,energy_gap_vs_oracle,served_ratio,active_bs,max_load
oracle,1.0,410.85159274660083,0.5952201056683737,0.0,1.0,2.8,0.8571966703866671
ml_gcn_pruned,0.514,454.87769996112786,0.5518446305801696,0.1119670055378578,1.0,3.15,0.8525333332107247
attn_ml_gcn_pruned,0.504,455.2789986621556,0.5514492624018171,0.11255776896867098,1.0,3.15,0.859839343591393
flat_mlp_pruned,0.5469999999999999,456.3096163296949,0.5504338755372464,0.1104726286760033,1.0,3.15,0.871244690979446
greedy_sleep,0.572,457.5428676805046,0.5492188495758576,0.11453308526606969,1.0,3.2,0.8257586085348919
load_sleep,0.572,457.5428676805046,0.5492188495758576,0.11453308526606969,1.0,3.2,0.8257586085348919
agg_gcn_pruned,0.46299999999999997,476.6452009396829,0.5303988168081941,0.1657920567798806,1.0,3.3,0.8770899409506441
agg_gcn,0.425,512.3208846856148,0.4952503599156504,0.26418222645256106,1.0,3.6,0.8713320693092765
ml_gcn,0.517,514.4058680658848,0.49319618909765045,0.27064546209542045,1.0,3.65,0.8433129982297995
attn_ml_gcn,0.515,519.515243005486,0.4881623221620828,0.28267516340714516,1.0,3.7,0.8365892984056785
flat_mlp,0.49400000000000005,536.7588147688031,0.4711735815085684,0.31647573702576814,1.0,3.85,0.8286936495301344
load_aware,0.42699999999999994,853.6331683899504,0.15898210010842326,1.1744293267126085,0.994,7.0,0.6843502807541731
rsrp_sleep,0.513,519.7472316537816,0.48793376191745663,0.2488683966847714,0.9890000000000001,3.8,0.8094688203087564
sinr_sleep,0.513,519.7472316537816,0.48793376191745663,0.2488683966847714,0.9890000000000001,3.8,0.8094688203087564
rsrp,0.42000000000000004,841.2231882592783,0.17120868151795232,1.142724912717531,0.9890000000000001,7.0,0.6849229176073419
sinr,0.42000000000000004,841.2231882592783,0.17120868151795232,1.142724912717531,0.9890000000000001,7.0,0.6849229176073419
