policy,active_count_hint,mean_predicted_active_score,attention_association,attention_interference,attention_load,attention_temporal
flat_mlp,2,0.4747601570621263,,,,
agg_gcn,2,0.47683099586052413,,,,
ml_gcn,2,0.4657852214453287,,,,
attn_ml_gcn,2,0.46627209914308115,0.23517505175530845,0.2540223583607051,0.25952673008543015,0.25127585979855627
