policy,active_count_hint,mean_predicted_active_score,attention_association,attention_interference,attention_load,attention_temporal
flat_mlp,1,0.45022938290647896,,,,
agg_gcn,1,0.45803540096733,,,,
ml_gcn,1,0.4434230441102397,,,,
attn_ml_gcn,1,0.4432067100265508,0.24202501250944014,0.25924908991010825,0.242962364163166,0.2557635334172855
