policy,active_count_hint,mean_predicted_active_score,attention_association,attention_interference,attention_load,attention_temporal
flat_mlp,4,0.5180221482088818,,,,
agg_gcn,4,0.5287435730767828,,,,
ml_gcn,4,0.5289811151644784,,,,
attn_ml_gcn,4,0.5288118951715505,0.23212192654388128,0.2663578935837285,0.2602689151303877,0.2412512647420025
