policy,active_count_hint,mean_predicted_active_score,attention_association,attention_interference,attention_load,attention_temporal
flat_mlp,1,0.45762449657105747,,,,
agg_gcn,1,0.45760888739018957,,,,
ml_gcn,1,0.4473609173919112,,,,
attn_ml_gcn,1,0.4476783241625221,0.2508859928414776,0.24878754466605635,0.2547573823443311,0.24556908014813492
