policy,assignment_accuracy,energy_w,switching_penalty_w,energy_w_with_switching,energy_saving_vs_all_on,energy_saving_with_switching_vs_all_on,energy_gap_vs_oracle,energy_gap_with_switching_vs_oracle_static,served_ratio,active_bs,switch_events,activation_events,deactivation_events,max_load,energy_gap_with_switching_vs_oracle
oracle,1.0,386.0661082859218,106.75,492.8161082859218,0.6196393021813578,0.5144668883882544,0.0,0.271137059473721,1.0,2.6,3.05,1.55,1.5,0.850596034365459,1.1534407643150462e-16
greedy_sleep,0.724,399.65326464684307,106.75,506.4032646468431,0.6062529412346374,0.5010805274415339,0.039592213083174864,0.3253903761534881,1.0,2.7,3.05,1.55,1.5,0.8563667346074875,0.02757043881576692
load_sleep,0.724,399.65326464684307,106.75,506.4032646468431,0.6062529412346374,0.5010805274415339,0.039592213083174864,0.3253903761534881,1.0,2.7,3.05,1.55,1.5,0.8563667346074875,0.02757043881576692
ml_gcn_pruned,0.47700000000000004,422.0263948890994,94.5,516.5263948890994,0.5842104483851238,0.4911070001092617,0.09742350095090606,0.342683162175577,1.0,2.85,2.7,1.4,1.3,0.8816681423019876,0.048111833612024306
attn_ml_gcn_pruned,0.516,422.36314649656276,80.5,502.86314649656276,0.5838786734024012,0.504568328574815,0.09821313617233288,0.3107861322714764,1.0,2.85,2.3,1.2,1.1,0.8802385306891403,0.020386992311566085
agg_gcn_pruned,0.548,427.4205473273387,105.0,532.4205473273387,0.5788960124853807,0.47544773662331175,0.11223099320835402,0.39110639093407484,1.0,2.9,3.0,1.55,1.45,0.8701501928781766,0.08036352378814543
rsrp_sleep,0.724,429.3633782670146,108.5,537.8633782670145,0.5769818933329907,0.47008534160885274,0.09665112671396783,0.388659204242228,1.0,3.0,3.1,1.6,1.5,0.8234794491218548,0.09140786841926281
sinr_sleep,0.724,429.3633782670146,108.5,537.8633782670145,0.5769818933329907,0.47008534160885274,0.09665112671396783,0.388659204242228,1.0,3.0,3.1,1.6,1.5,0.8234794491218548,0.09140786841926281
flat_mlp_pruned,0.506,437.528218586991,98.0,535.528218586991,0.5689377156778413,0.47238599153991034,0.1392198499533647,0.39748556501343124,1.0,3.0,2.8,1.45,1.35,0.8597466287387243,0.08666946875910263
ml_gcn,0.44000000000000006,486.2638248460515,82.25,568.5138248460514,0.5209223400531513,0.4398878572945305,0.26970902509368977,0.4828962366485158,1.0,3.4,2.35,1.2,1.15,0.8478639479390144,0.15360235854184257
agg_gcn,0.483,487.2468351553125,85.75,572.9968351553125,0.5199538569898399,0.4354710983691502,0.27784774800235573,0.49410252174096064,1.0,3.45,2.45,1.25,1.2,0.8222117565832419,0.1626990788679163
attn_ml_gcn,0.44299999999999995,487.2606946092743,82.25,569.5106946092743,0.5199402023553947,0.4389057195967741,0.2720195227477191,0.48520673430254513,1.0,3.4,2.35,1.2,1.15,0.8504925148865199,0.15562516125965578
flat_mlp,0.46699999999999997,496.0204812695218,89.25,585.2704812695217,0.5113098706704219,0.42337883618766325,0.294844833845448,0.5353560885674429,1.0,3.5,2.55,1.3,1.25,0.8446073913605824,0.18760420251920792
rsrp,0.41,848.3264688630312,0.0,848.3264688630312,0.1642103755044027,0.1642103755044027,1.2675480426220553,1.2675480426220553,0.986,7.0,0.0,0.0,0.0,0.6655372536338576,0.7213854307920667
sinr,0.41,848.3264688630312,0.0,848.3264688630312,0.1642103755044027,0.1642103755044027,1.2675480426220553,1.2675480426220553,0.986,7.0,0.0,0.0,0.0,0.6655372536338576,0.7213854307920667
load_aware,0.41200000000000003,855.7553154397656,0.0,855.7553154397656,0.15689131483766944,0.15689131483766944,1.2878118743608293,1.2878118743608293,0.986,7.0,0.0,0.0,0.0,0.6742629498822182,0.736459707894276
