policy,assignment_accuracy,energy_w,switching_penalty_w,energy_w_with_switching,energy_saving_vs_all_on,energy_saving_with_switching_vs_all_on,energy_gap_vs_oracle,energy_gap_with_switching_vs_oracle_static,served_ratio,active_bs,switch_events,activation_events,deactivation_events,max_load,energy_gap_with_switching_vs_oracle
oracle,1.0,374.1557727876485,99.75,473.9057727876485,0.6313736228693119,0.5330977608003462,0.0,0.272525852544151,1.0,2.55,2.85,1.45,1.4,0.8105197550854711,0.0
attn_ml_gcn_pruned,0.6559999999999999,393.9695626940171,98.0,491.9695626940171,0.6118526475921013,0.5153009234541703,0.06072586221650593,0.32369897976243917,1.0,2.65,2.8,1.4,1.4,0.869003327359286,0.03811683871270914
ml_gcn_pruned,0.6559999999999999,393.9695626940171,98.0,491.9695626940171,0.6118526475921013,0.5153009234541703,0.06072586221650593,0.32369897976243917,1.0,2.65,2.8,1.4,1.4,0.869003327359286,0.03811683871270914
greedy_sleep,0.633,399.73630503233466,133.0,532.7363050323346,0.6061711280469609,0.47513664528834026,0.07621851308788927,0.4339871255216833,1.0,2.75,3.8,1.9,1.9,0.8178895371712231,0.12413972486266239
load_sleep,0.633,399.73630503233466,133.0,532.7363050323346,0.6061711280469609,0.47513664528834026,0.07621851308788927,0.4339871255216833,1.0,2.75,3.8,1.9,1.9,0.8178895371712231,0.12413972486266239
attn_ml_gcn_stable,0.5650000000000001,400.31632144139047,77.0,477.31632144139047,0.6055996833089748,0.5297376143434576,0.0749359976125241,0.2800788646752983,1.0,2.7,2.2,1.1,1.1,0.8632289615132329,0.007196680963981802
ml_gcn_stable,0.5650000000000001,400.31632144139047,77.0,477.31632144139047,0.6055996833089748,0.5297376143434576,0.0749359976125241,0.2800788646752983,1.0,2.7,2.2,1.1,1.1,0.8632289615132329,0.007196680963981802
agg_gcn_pruned,0.5900000000000001,400.62776654124326,108.5,509.12776654124326,0.6052928408460657,0.4983962891219278,0.074765132206856,0.3634434972815069,1.0,2.7,3.1,1.55,1.55,0.8642100632221263,0.07432277844266164
flat_mlp_pruned,0.592,408.14711981042853,98.0,506.1471198104285,0.5978846110242084,0.5013328868862773,0.10046445701078484,0.3655715078298752,1.0,2.8,2.8,1.4,1.4,0.8249522593317193,0.06803324389388041
agg_gcn_stable,0.5730000000000001,414.3448448315638,89.25,503.5948448315638,0.5917784779984593,0.5038474435157007,0.10890541952451353,0.35749851798116966,1.0,2.8,2.55,1.3,1.25,0.8825622583062692,0.06264762690961906
flat_mlp_stable,0.45,414.43725818305467,77.0,491.43725818305467,0.5916874303615225,0.5158253613960053,0.11217196743651545,0.31838759744448397,1.0,2.8,2.2,1.1,1.1,0.8720827880173239,0.03699361012692664
attn_ml_gcn,0.575,457.04016336419045,89.25,546.2901633641904,0.5497141247643443,0.4617830902815857,0.24586763251833968,0.49070124434268625,1.0,3.25,2.55,1.3,1.25,0.8010075637348079,0.15274004819725315
ml_gcn,0.575,457.04016336419045,89.25,546.2901633641904,0.5497141247643443,0.4617830902815857,0.24586763251833968,0.49070124434268625,1.0,3.25,2.55,1.3,1.25,0.8010075637348079,0.15274004819725315
flat_mlp,0.522,463.52566772940315,115.5,579.0256677294033,0.5433244652912284,0.4295313618429525,0.25709120827185794,0.568283904700489,1.0,3.25,3.3,1.65,1.65,0.8241167059758352,0.22181602541663428
agg_gcn,0.52,463.59440849359714,112.0,575.5944084935971,0.5432567404003968,0.43291191281419,0.2597049705962553,0.5581102690552247,1.0,3.3,3.2,1.6,1.6,0.7973288511094463,0.21457564255397682
rsrp_sleep,0.61,424.6994609684667,112.0,536.6994609684667,0.5815768857453529,0.47123205815914615,0.130833992846985,0.4339435948349992,0.99,3.0,3.2,1.6,1.6,0.7920279428723209,0.13250247578004354
sinr_sleep,0.61,424.6994609684667,112.0,536.6994609684667,0.5815768857453529,0.47123205815914615,0.130833992846985,0.4339435948349992,0.99,3.0,3.2,1.6,1.6,0.7920279428723209,0.13250247578004354
rsrp,0.41,834.1130050689804,0.0,834.1130050689804,0.178213788109379,0.178213788109379,1.2921093266216912,1.2921093266216912,0.99,7.0,0.0,0.0,0.0,0.6562583820972296,0.7600819676926291
sinr,0.41,834.1130050689804,0.0,834.1130050689804,0.178213788109379,0.178213788109379,1.2921093266216912,1.2921093266216912,0.99,7.0,0.0,0.0,0.0,0.6562583820972296,0.7600819676926291
load_aware,0.402,847.5880745442655,0.0,847.5880745442655,0.16493785759185658,0.16493785759185658,1.3248324915529994,1.3248324915529994,0.99,7.0,0.0,0.0,0.0,0.6612193040906028,0.7885160367608764
