policy,active_count_hint,mean_predicted_active_score,attention_association,attention_interference,attention_load,attention_temporal
flat_mlp,3,0.4943265733532034,,,,
agg_gcn,3,0.49729173337962457,,,,
ml_gcn,3,0.49928075114022236,,,,
attn_ml_gcn,3,0.4997126627397514,0.24961695502157155,0.251057790385477,0.24692561966865972,0.2523996349242918
