policy,assignment_accuracy,energy_w,switching_penalty_w,energy_w_with_switching,energy_saving_vs_all_on,energy_saving_with_switching_vs_all_on,energy_gap_vs_oracle,energy_gap_with_switching_vs_oracle_static,served_ratio,active_bs,switch_events,activation_events,deactivation_events,max_load,energy_gap_with_switching_vs_oracle
oracle,1.0,394.9866096976442,122.5,517.4866096976442,0.6108506308397594,0.4901609756673456,0.0,0.3275462674415702,1.0,2.65,3.5,1.75,1.75,0.8651706111132341,0.0
greedy_sleep,0.58,410.4289888233708,112.0,522.4289888233709,0.5956364642134278,0.48529163662722086,0.04816806982602609,0.34731527159411457,1.0,2.75,3.2,1.6,1.6,0.886634511292139,0.009550738189369594
load_sleep,0.58,410.4289888233708,112.0,522.4289888233709,0.5956364642134278,0.48529163662722086,0.04816806982602609,0.34731527159411457,1.0,2.75,3.2,1.6,1.6,0.886634511292139,0.009550738189369594
rsrp_sleep,0.625,420.2537081152451,115.5,535.7537081152451,0.5859569378174925,0.47216383436921666,0.06210422572101615,0.3650311006124832,1.0,2.9,3.3,1.65,1.65,0.8388949002638093,0.03529965428143918
sinr_sleep,0.625,420.2537081152451,115.5,535.7537081152451,0.5859569378174925,0.47216383436921666,0.06210422572101615,0.3650311006124832,1.0,2.9,3.3,1.65,1.65,0.8388949002638093,0.03529965428143918
ml_gcn_stable,0.5509999999999999,438.0661074329365,78.75,516.8161074329365,0.5684077759281414,0.49082156903158963,0.11100944146554936,0.31913754002191663,1.0,2.95,2.25,1.1,1.15,0.8958786896821394,-0.0012956900761151142
flat_mlp_pruned,0.534,441.6702040124248,96.25,537.9202040124248,0.56485694185968,0.4700293556527835,0.11663364222322954,0.37457397171662865,1.0,3.0,2.75,1.35,1.4,0.8903430458211019,0.03948622811075155
flat_mlp_stable,0.532,442.1155124276435,92.75,534.8655124276436,0.5644182143570015,0.47303890401217386,0.11732900390024621,0.36514384795302185,1.0,3.0,2.65,1.3,1.35,0.8933862694543896,0.033583289701261
attn_ml_gcn_stable,0.517,445.1427309824552,78.75,523.8927309824552,0.5614357330222116,0.48384952612565985,0.12730805283237648,0.33212055088323356,1.0,3.0,2.25,1.1,1.15,0.9012525905600846,0.012379298642246862
agg_gcn_stable,0.545,450.61260028235586,101.5,552.1126002823559,0.5560466992292061,0.4560466992292061,0.14044158224391468,0.40542891743482123,1.0,3.05,2.9,1.45,1.45,0.8970048808850137,0.06691185807675841
agg_gcn_pruned,0.44699999999999995,453.04108710039156,105.0,558.0410871003917,0.5536541013789245,0.45020582551685556,0.15309226040519394,0.42573764258701485,1.0,3.1,3.0,1.5,1.5,0.8830381871477074,0.07836816768349336
ml_gcn_pruned,0.457,453.0646565811329,85.75,538.8146565811329,0.5536308802156326,0.46914812159494296,0.15525146865857403,0.38733155137863784,1.0,3.1,2.45,1.2,1.25,0.8801404662204249,0.04121468359529185
attn_ml_gcn_pruned,0.449,453.17158235373216,89.25,542.4215823537322,0.5535255346268648,0.46559450014410625,0.15548823719436394,0.3983644531765099,1.0,3.1,2.55,1.25,1.3,0.8787364681400802,0.04818476882069847
flat_mlp,0.433,506.0280293198454,96.25,602.2780293198455,0.5014502174188715,0.4066226312119749,0.3052452799637787,0.5570415457033154,1.0,3.6,2.75,1.35,1.4,0.8360991982130249,0.16385239353679698
agg_gcn,0.395,516.2064270473545,96.25,612.4564270473545,0.4914222393622124,0.39659465315531583,0.3269590516838028,0.5804864255966034,1.0,3.65,2.75,1.4,1.35,0.8438007688379541,0.18352130387528098
attn_ml_gcn,0.45899999999999996,529.2957659735873,82.25,611.5457659735873,0.4785263389422784,0.3974918561836578,0.3667201808612787,0.6006772160344087,1.0,3.8,2.35,1.15,1.2,0.8258216614529523,0.18176152679757213
ml_gcn,0.45899999999999996,529.2957659735873,82.25,611.5457659735873,0.4785263389422784,0.3974918561836578,0.3667201808612787,0.6006772160344087,1.0,3.8,2.35,1.15,1.2,0.8258216614529523,0.18176152679757213
rsrp,0.414,846.065554433812,0.0,846.065554433812,0.16643787740511123,0.16643787740511123,1.2338652060804338,1.2338652060804338,1.0,7.0,0.0,0.0,0.0,0.6805601994396826,0.6349515882703692
sinr,0.414,846.065554433812,0.0,846.065554433812,0.16643787740511123,0.16643787740511123,1.2338652060804338,1.2338652060804338,1.0,7.0,0.0,0.0,0.0,0.6805601994396826,0.6349515882703692
load_aware,0.41100000000000003,852.1646173227882,0.0,852.1646173227882,0.16042894845045497,0.16042894845045497,1.24958310850279,1.24958310850279,1.0,7.0,0.0,0.0,0.0,0.683017187318,0.646737522002142
