switching_cost_w,policy,energy_w_with_cost_mean,energy_w_with_cost_std,energy_saving_with_cost_vs_all_on_mean,energy_saving_with_cost_vs_all_on_std,energy_gap_with_cost_vs_oracle_mean,energy_gap_with_cost_vs_oracle_std,mean_switch_events,served_ratio
125,agg_gcn,874.0734698122035,58.161256624308166,0.13884387210620336,0.05730173066434303,0.16411376201573752,0.11466804592671717,3.1350000000000002,1.0
125,agg_gcn_pruned,814.564236220582,22.104101238547198,0.1974736588959784,0.02177743964388886,0.08324403577722628,0.05535516186516265,3.12,1.0
125,attn_ml_gcn,846.6054674884823,57.90754892772678,0.16590594336110123,0.057051772342587966,0.12692210666760384,0.1061783575829188,2.8950000000000005,1.0
125,attn_ml_gcn_pruned,788.7907411432313,49.80397487148144,0.22286626488351594,0.04906795553840535,0.050132309628117544,0.09592729291830017,2.935,1.0
125,flat_mlp,864.1753943399756,35.091145133136806,0.14859567060100926,0.034572556781415575,0.15011512427506912,0.08292120221731007,3.035,1.0
125,flat_mlp_pruned,795.5154509007929,41.17385951649714,0.21624093507311054,0.04056537883398733,0.058688366870029096,0.08349707628841062,2.985,1.0
125,greedy_sleep,819.3993802696712,42.2366158970835,0.19270997017766384,0.04161242945525468,0.091017652876756,0.09360101839294817,3.285,1.0
125,load_aware,840.6924325488492,13.170260886199376,0.17173159354793185,0.012975626488866382,0.11814130394719109,0.05475553244657205,0.0,0.9959
125,load_sleep,819.3993802696712,42.2366158970835,0.19270997017766384,0.04161242945525468,0.091017652876756,0.09360101839294817,3.285,1.0
125,ml_gcn,847.476976759415,58.19706228312223,0.165047313537522,0.057337007175489875,0.1280045151560343,0.10556103636220412,2.9200000000000004,1.0
125,ml_gcn_pruned,783.115543747045,39.83766517121153,0.22845759236744345,0.03924893120316407,0.04267508643846197,0.08815509513353853,2.8899999999999997,1.0
125,oracle,753.5041708355396,39.19281095661274,0.25763135878271953,0.03861360685380565,0.0,0.0,2.965,1.0
125,rsrp,832.9797520964296,12.125786113336211,0.17933029350105456,0.011946587303779515,0.10788108885563526,0.05386011595306853,0.0,0.9954000000000001
125,rsrp_sleep,852.3717612191716,60.661460962924444,0.16022486579391954,0.059764986170368906,0.1339976119225231,0.0996814436433902,3.3099999999999996,0.9968
125,sinr,832.9797520964296,12.125786113336211,0.17933029350105456,0.011946587303779515,0.10788108885563526,0.05386011595306853,0.0,0.9954000000000001
125,sinr_sleep,852.3717612191716,60.661460962924444,0.16022486579391954,0.059764986170368906,0.1339976119225231,0.0996814436433902,3.3099999999999996,0.9968
150,agg_gcn,952.4484698122036,67.35646911553611,0.061627123337730426,0.06636105331579913,0.15590092758185845,0.12593684761535873,3.1350000000000002,1.0
150,agg_gcn_pruned,892.5642362205821,21.59700066556468,0.1206263682555843,0.02127783316804402,0.08119009886453625,0.060805882330119,3.12,1.0
150,attn_ml_gcn,918.9804674884823,68.11934807865218,0.09460052464188941,0.06711265820556865,0.11453489965753691,0.1170823945136911,2.8950000000000005,1.0
150,attn_ml_gcn_pruned,862.1657411432313,57.43815661743352,0.15057562448942724,0.05658931686446653,0.04583059350753974,0.10532954453523387,2.935,1.0
150,flat_mlp,940.0503943399756,41.395612565217306,0.07384197601972847,0.040783854744056464,0.1396719608032066,0.09050081845864298,3.035,1.0
150,flat_mlp_pruned,870.1404509007929,46.12288246754599,0.1427187675854258,0.04544126351482363,0.05500617136364462,0.09131656132647632,2.985,1.0
150,greedy_sleep,901.5243802696712,48.342800702201174,0.11179864012840277,0.04762837507606027,0.09355624601951668,0.1017013686446294,3.285,1.0
150,load_aware,840.6924325488492,13.170260886199376,0.17173159354793185,0.012975626488866382,0.018373782015756616,0.054196611840233125,0.0,0.9959
150,load_sleep,901.5243802696712,48.342800702201174,0.11179864012840277,0.04762837507606027,0.09355624601951668,0.1017013686446294,3.285,1.0
150,ml_gcn,920.476976759415,68.61595731168325,0.09312613127151216,0.06760192838589482,0.11624545031592146,0.11642336341092713,2.9200000000000004,1.0
150,ml_gcn_pruned,855.3655437470449,45.42215327731823,0.15727532635759123,0.04475088992839234,0.03768775903758513,0.09696808906059419,2.8899999999999997,1.0
