policy,assignment_accuracy,energy_w,switching_penalty_w,energy_w_with_switching,energy_saving_vs_all_on,energy_saving_with_switching_vs_all_on,energy_gap_vs_oracle,energy_gap_with_switching_vs_oracle_static,served_ratio,active_bs,switch_events,activation_events,deactivation_events,max_load,energy_gap_with_switching_vs_oracle,seed
agg_gcn_pruned,0.602,408.3815042023754,112.0,520.3815042023755,0.5976536904410095,0.4873088628548025,0.1111225564582979,0.42745105103299996,1.0,2.8,3.2,1.6,1.6,0.8342978013947224,0.09354254583261476,37
rsrp_sleep,0.589,431.49554309753023,112.0,543.4955430975302,0.5748812383275566,0.46453641074134955,0.15249945655674596,0.46430969790464127,1.0,3.05,3.2,1.6,1.6,0.8034500692803933,0.1421149580604939,37
sinr_sleep,0.589,431.49554309753023,112.0,543.4955430975302,0.5748812383275566,0.46453641074134955,0.15249945655674596,0.46430969790464127,1.0,3.05,3.2,1.6,1.6,0.8034500692803933,0.1421149580604939,37
flat_mlp,0.515,476.00757017533977,126.0,602.0075701753398,0.5310270244577933,0.4068890934233106,0.2682785417335055,0.6236840858306156,1.0,3.35,3.6,1.85,1.75,0.8425476324124673,0.2650735769502439,37
agg_gcn,0.483,479.5020526892257,103.25,582.7520526892257,0.5275841845426348,0.4258600466116003,0.2889104046474254,0.581292245497037,1.0,3.4,2.95,1.5,1.45,0.8269677486473677,0.22460955691293552,37
attn_ml_gcn,0.465,481.3528928480056,119.0,600.3528928480056,0.5257606967014723,0.40851931739112757,0.2848916527123288,0.6075219766182245,1.0,3.35,3.4,1.75,1.65,0.8779941032224405,0.2615963971457118,37
ml_gcn,0.4640000000000001,481.45207691043254,119.0,600.4520769104324,0.5256629784133671,0.40842159910302217,0.2852467162361029,0.6078770401419986,1.0,3.35,3.4,1.75,1.65,0.8773819211223071,0.26180482498424257,37
rsrp,0.39,817.2571000640397,0.0,817.2571000640397,0.19482059106991162,0.19482059106991162,1.2659530416854887,1.2659530416854887,1.0,7.0,0.0,0.0,0.0,0.5978645041298281,0.7174042555060709,37
sinr,0.39,817.2571000640397,0.0,817.2571000640397,0.19482059106991162,0.19482059106991162,1.2659530416854887,1.2659530416854887,1.0,7.0,0.0,0.0,0.0,0.5978645041298281,0.7174042555060709,37
load_aware,0.388,823.1598230826945,0.0,823.1598230826945,0.1890051004111385,0.1890051004111385,1.2825305784027916,1.2825305784027916,1.0,7.0,0.0,0.0,0.0,0.588554848104566,0.7298083834488163,37
oracle,1.0,395.7786006600803,87.5,483.2786006600803,0.6100703441772607,0.5238634476255366,0.0,0.22161010932365058,1.0,2.7,2.5,1.25,1.25,0.8193546052534375,-2.35240785680016e-16,41
greedy_sleep,0.513,423.2252242680123,129.5,552.7252242680124,0.5830293356965395,0.45544312879998783,0.07449016551133893,0.42614874802008035,1.0,2.9,3.7,1.85,1.85,0.8416054786356902,0.14369894200380307,41
load_sleep,0.513,423.2252242680123,129.5,552.7252242680124,0.5830293356965395,0.45544312879998783,0.07449016551133893,0.42614874802008035,1.0,2.9,3.7,1.85,1.85,0.8416054786356902,0.14369894200380307,41
ml_gcn_pruned,0.507,431.6720624618749,115.5,547.1720624618749,0.5747073276237685,0.46091422417549277,0.10547972812793305,0.4194512312895453,1.0,2.95,3.3,1.65,1.65,0.857729851847043,0.13220834051937405,41
attn_ml_gcn_pruned,0.512,436.2774284325187,119.0,555.2774284325187,0.57017002124875,0.4529286419384052,0.11384738099316224,0.43404435218262644,1.0,3.0,3.4,1.7,1.7,0.8579492776070607,0.14897996243595213,41
flat_mlp_pruned,0.501,438.99486690295527,119.0,557.9948669029552,0.5674927419675317,0.45025136265718696,0.1059877138858748,0.4292899266715522,1.0,3.0,3.4,1.7,1.7,0.865302172250994,0.15460288566641361,41
agg_gcn_pruned,0.496,439.6522750639002,112.0,551.6522750639002,0.5668450491981278,0.45650022161192105,0.09801800612669835,0.40385436192556323,1.0,3.0,3.2,1.6,1.6,0.8719192228420353,0.14147879568934443,41
rsrp_sleep,0.47400000000000003,462.82363999302487,119.0,581.8236399930249,0.5440161182334731,0.42677473892312817,0.15353031721482344,0.4704023336403087,1.0,3.3,3.4,1.7,1.7,0.7974040130583584,0.20390937897591144,41
sinr_sleep,0.47400000000000003,462.82363999302487,119.0,581.8236399930249,0.5440161182334731,0.42677473892312817,0.15353031721482344,0.4704023336403087,1.0,3.3,3.4,1.7,1.7,0.7974040130583584,0.20390937897591144,41
attn_ml_gcn,0.461,492.93838447664956,131.25,624.1883844766496,0.514346419234828,0.38503607440724186,0.25868656560681547,0.6214007836367527,1.0,3.5,3.75,1.9,1.85,0.8185156222851833,0.29157050120594874,41
ml_gcn,0.461,492.93838447664956,131.25,624.1883844766496,0.514346419234828,0.38503607440724186,0.25868656560681547,0.6214007836367527,1.0,3.5,3.75,1.9,1.85,0.8185156222851833,0.29157050120594874,41
agg_gcn,0.425,493.2725261501158,133.0,626.2725261501158,0.5140172156156494,0.38298273285702866,0.2651502314085264,0.6296497403979602,1.0,3.5,3.8,1.9,1.9,0.822004862119704,0.29588300680958934,41
flat_mlp,0.417,507.2693945506191,110.25,617.5193945506192,0.5002271974870748,0.3916065078319024,0.29664681451339364,0.6055140626756347,1.0,3.6,3.15,1.6,1.55,0.8269052571946617,0.2777710283616686,41
rsrp,0.393,830.0277219980892,0.0,830.0277219980892,0.18223869753882835,0.18223869753882835,1.2139323977551402,1.2139323977551402,1.0,7.0,0.0,0.0,0.0,0.629843757770535,0.7174932241245641,41
sinr,0.393,830.0277219980892,0.0,830.0277219980892,0.18223869753882835,0.18223869753882835,1.2139323977551402,1.2139323977551402,1.0,7.0,0.0,0.0,0.0,0.629843757770535,0.7174932241245641,41
load_aware,0.4,835.7600078882382,0.0,835.7600078882382,0.1765911252332629,0.1765911252332629,1.2286177522742308,1.2286177522742308,1.0,7.0,0.0,0.0,0.0,0.6314057278857464,0.7293544691337981,41
oracle,1.0,394.9866096976442,122.5,517.4866096976442,0.6108506308397594,0.4901609756673456,0.0,0.3275462674415702,1.0,2.65,3.5,1.75,1.75,0.8651706111132341,0.0,43
greedy_sleep,0.58,410.4289888233708,112.0,522.4289888233709,0.5956364642134278,0.48529163662722086,0.04816806982602609,0.34731527159411457,1.0,2.75,3.2,1.6,1.6,0.886634511292139,0.009550738189369594,43
load_sleep,0.58,410.4289888233708,112.0,522.4289888233709,0.5956364642134278,0.48529163662722086,0.04816806982602609,0.34731527159411457,1.0,2.75,3.2,1.6,1.6,0.886634511292139,0.009550738189369594,43
rsrp_sleep,0.625,420.2537081152451,115.5,535.7537081152451,0.5859569378174925,0.47216383436921666,0.06210422572101615,0.3650311006124832,1.0,2.9,3.3,1.65,1.65,0.8388949002638093,0.03529965428143918,43
sinr_sleep,0.625,420.2537081152451,115.5,535.7537081152451,0.5859569378174925,0.47216383436921666,0.06210422572101615,0.3650311006124832,1.0,2.9,3.3,1.65,1.65,0.8388949002638093,0.03529965428143918,43
flat_mlp_pruned,0.534,441.6702040124248,96.25,537.9202040124248,0.56485694185968,0.4700293556527835,0.11663364222322954,0.37457397171662865,1.0,3.0,2.75,1.35,1.4,0.8903430458211019,0.03948622811075155,43
agg_gcn_pruned,0.44699999999999995,453.04108710039156,105.0,558.0410871003917,0.5536541013789245,0.45020582551685556,0.15309226040519394,0.42573764258701485,1.0,3.1,3.0,1.5,1.5,0.8830381871477074,0.07836816768349336,43
ml_gcn_pruned,0.457,453.0646565811329,85.75,538.8146565811329,0.5536308802156326,0.46914812159494296,0.15525146865857403,0.38733155137863784,1.0,3.1,2.45,1.2,1.25,0.8801404662204249,0.04121468359529185,43
attn_ml_gcn_pruned,0.449,453.17158235373216,89.25,542.4215823537322,0.5535255346268648,0.46559450014410625,0.15548823719436394,0.3983644531765099,1.0,3.1,2.55,1.25,1.3,0.8787364681400802,0.04818476882069847,43
flat_mlp,0.433,506.0280293198454,96.25,602.2780293198455,0.5014502174188715,0.4066226312119749,0.3052452799637787,0.5570415457033154,1.0,3.6,2.75,1.35,1.4,0.8360991982130249,0.16385239353679698,43
agg_gcn,0.395,516.2064270473545,96.25,612.4564270473545,0.4914222393622124,0.39659465315531583,0.3269590516838028,0.5804864255966034,1.0,3.65,2.75,1.4,1.35,0.8438007688379541,0.18352130387528098,43
attn_ml_gcn,0.45899999999999996,529.2957659735873,82.25,611.5457659735873,0.4785263389422784,0.3974918561836578,0.3667201808612787,0.6006772160344087,1.0,3.8,2.35,1.15,1.2,0.8258216614529523,0.18176152679757213,43
ml_gcn,0.45899999999999996,529.2957659735873,82.25,611.5457659735873,0.4785263389422784,0.3974918561836578,0.3667201808612787,0.6006772160344087,1.0,3.8,2.35,1.15,1.2,0.8258216614529523,0.18176152679757213,43
rsrp,0.414,846.065554433812,0.0,846.065554433812,0.16643787740511123,0.16643787740511123,1.2338652060804338,1.2338652060804338,1.0,7.0,0.0,0.0,0.0,0.6805601994396826,0.6349515882703692,43
sinr,0.414,846.065554433812,0.0,846.065554433812,0.16643787740511123,0.16643787740511123,1.2338652060804338,1.2338652060804338,1.0,7.0,0.0,0.0,0.0,0.6805601994396826,0.6349515882703692,43
load_aware,0.41100000000000003,852.1646173227882,0.0,852.1646173227882,0.16042894845045497,0.16042894845045497,1.24958310850279,1.24958310850279,1.0,7.0,0.0,0.0,0.0,0.683017187318,0.646737522002142,43
