policy,assignment_accuracy,energy_w,switching_penalty_w,energy_w_with_switching,energy_saving_vs_all_on,energy_saving_with_switching_vs_all_on,energy_gap_vs_oracle,energy_gap_with_switching_vs_oracle_static,served_ratio,active_bs,switch_events,activation_events,deactivation_events,max_load,energy_gap_with_switching_vs_oracle
oracle,1.0,386.89069974339725,105.0,491.89069974339725,0.6188268968045347,0.5153786209424658,0.0,0.2787320270479665,1.0,2.6,3.0,1.5,1.5,0.8479674243246815,1.1556107665882137e-16
flat_mlp_stable,0.542,406.82488114042724,71.75,478.57488114042724,0.5991873092212538,0.5284976540488402,0.05905758388840604,0.2522552757647646,1.0,2.7,2.05,1.0,1.05,0.8998212572302335,-0.027070685845283046
agg_gcn_stable,0.509,414.02883120146606,71.75,485.77883120146606,0.5920898214763881,0.5214001663039743,0.07527351814523789,0.2684842934037356,1.0,2.75,2.05,1.0,1.05,0.903502749698381,-0.012425257369410494
ml_gcn_stable,0.43900000000000006,420.8498628009946,75.25,496.0998628009946,0.5853695932995128,0.51123166226503,0.09134447087199819,0.29606780230248164,1.0,2.8,2.15,1.05,1.1,0.9146140465705818,0.008557110471479046
attn_ml_gcn_stable,0.429,421.56693621299746,75.25,496.81693621299746,0.5846631170315295,0.5105251859970468,0.0929760674784754,0.29769939890895886,1.0,2.8,2.15,1.05,1.1,0.9169408206893601,0.010014900611396232
agg_gcn_pruned,0.484,422.0076562697201,113.75,535.75765626972,0.5842289100790936,0.4721599445618522,0.08513078886292234,0.382621382417778,1.0,2.85,3.25,1.6,1.65,0.877901557130633,0.08918029259184346
flat_mlp_pruned,0.52,423.16989303679986,103.25,526.4198930367999,0.5830838492248277,0.48135971129379324,0.08910222444828854,0.37167627099307665,1.0,2.85,2.95,1.45,1.5,0.8900530337871221,0.07019688176949755
greedy_sleep,0.501,426.0365784750059,119.0,545.0365784750059,0.5802595285960532,0.46301814928570845,0.09850681417568624,0.41298314571890227,1.0,2.9,3.4,1.7,1.7,0.8540655966236995,0.10804408125490698
load_sleep,0.501,426.0365784750059,119.0,545.0365784750059,0.5802595285960532,0.46301814928570845,0.09850681417568624,0.41298314571890227,1.0,2.9,3.4,1.7,1.7,0.8540655966236995,0.10804408125490698
ml_gcn_pruned,0.491,434.3902192251152,110.25,544.6402192251152,0.5720293406649111,0.4634086510097387,0.11441569331069397,0.40583599740744336,1.0,2.95,3.15,1.55,1.6,0.8800365208868751,0.10723829401376288
attn_ml_gcn_pruned,0.479,435.6028927512076,113.75,549.3528927512076,0.5708345884224555,0.45876562290521417,0.1171667035368138,0.41658625024219526,1.0,2.95,3.25,1.6,1.65,0.886112952497425,0.1168190271492966
ml_gcn,0.44699999999999995,475.5692466590226,115.5,591.0692466590226,0.5314588702866772,0.41766576683840134,0.24839667986997704,0.563005459245245,1.0,3.35,3.3,1.65,1.65,0.8208128479061851,0.20162720492044986
agg_gcn,0.489,477.8264960885297,119.0,596.8264960885297,0.5292349792231235,0.4119935999127787,0.24568071074828324,0.5719365281475265,1.0,3.4,3.4,1.7,1.7,0.8116580073612092,0.21333153157779552
flat_mlp,0.497,486.1533679867663,112.0,598.1533679867663,0.5210311645450579,0.410686336958851,0.27168659046900284,0.5857377070102564,1.0,3.45,3.2,1.6,1.6,0.8186201004786515,0.21602902494152207
attn_ml_gcn,0.446,486.2995437395031,112.0,598.2995437395032,0.5208871490251201,0.4105423214389131,0.2694573191660376,0.5765173350709084,1.0,3.45,3.2,1.6,1.6,0.8136861702853476,0.21632619614807902
rsrp_sleep,0.5349999999999999,449.79531022711546,101.5,551.2953102271155,0.5568519111062902,0.45685191110629014,0.15039063754338952,0.417592496068741,0.9949999999999999,3.15,2.9,1.45,1.45,0.8299294946529873,0.12076790741257694
sinr_sleep,0.5349999999999999,449.79531022711546,101.5,551.2953102271155,0.5568519111062902,0.45685191110629014,0.15039063754338952,0.417592496068741,0.9949999999999999,3.15,2.9,1.45,1.45,0.8299294946529873,0.12076790741257694
rsrp,0.399,833.3247906835946,0.0,833.3247906835946,0.17899035400631075,0.17899035400631075,1.2383425187452226,1.2383425187452226,0.9949999999999999,7.0,0.0,0.0,0.0,0.6570951989212006,0.6941259330951207
sinr,0.399,833.3247906835946,0.0,833.3247906835946,0.17899035400631075,0.17899035400631075,1.2383425187452226,1.2383425187452226,0.9949999999999999,7.0,0.0,0.0,0.0,0.6570951989212006,0.6941259330951207
load_aware,0.396,839.5197629709803,0.0,839.5197629709803,0.17288693303351693,0.17288693303351693,1.2550083429615388,1.2550083429615388,0.9949999999999999,7.0,0.0,0.0,0.0,0.6543493416503701,0.7067201380488175
