policy,active_count_hint,mean_predicted_active_score,attention_association,attention_interference,attention_load,attention_temporal
flat_mlp,3,0.4828205484727649,,,,
agg_gcn,3,0.48104506571586236,,,,
ml_gcn,3,0.47946108712363034,,,,
attn_ml_gcn,3,0.479669177241879,0.23169937063205506,0.25541061320236974,0.2737299892016567,0.2391600269639185
