policy,assignment_accuracy,energy_w,energy_saving_vs_all_on,energy_gap_vs_oracle,served_ratio,active_bs,max_load
agg_gcn,0.015567059238447471,10.612831860167102,0.01045599198046019,0.01246300393225158,0.0,0.09999999999999981,0.025512061289756152
attn_ml_gcn,0.06686055139866352,25.705909383353546,0.025326019096900017,0.029588663238751492,0.0,0.2254624876411448,0.025308502612411906
flat_mlp,0.013428824718989174,19.083468453374806,0.01880144675209338,0.011482060415958343,0.0,0.1755942292142123,0.018833239388425183
greedy_sleep,0.06599999999999998,20.85232030881068,0.020544157939714945,0.011951265223003743,0.0,0.1499999999999999,0.018324723976517045
load_aware,0.01700980109623079,5.643014234445405,0.005559619935414229,0.06456908813890536,0.0049999999999999906,0.0,0.013474516263008286
load_sleep,0.06599999999999998,20.85232030881068,0.020544157939714945,0.011951265223003743,0.0,0.1499999999999999,0.018324723976517045
ml_gcn,0.06536308846232197,22.404802252887926,0.022073696800874815,0.02664162267726587,0.0,0.20816659994661305,0.02884377892208032
oracle,0.0,13.699632053108322,0.013497174436559938,0.0,0.0,0.10408329997330673,0.018867478361667796
rsrp,0.019553345834749936,2.5747431495603825,0.0025366927581874548,0.062358017158282965,0.0049999999999999906,0.0,0.00792194934138083
rsrp_sleep,0.0904157066001257,30.71918933052614,0.03026521116307996,0.03697532423920576,0.0049999999999999906,0.22912878474779194,0.020229901773270942
sinr,0.019553345834749936,2.5747431495603825,0.0025366927581874548,0.062358017158282965,0.0049999999999999906,0.0,0.00792194934138083
sinr_sleep,0.0904157066001257,30.71918933052614,0.03026521116307996,0.03697532423920576,0.0049999999999999906,0.22912878474779194,0.020229901773270942
