policy,assignment_accuracy,energy_w,switching_penalty_w,energy_w_with_switching,energy_saving_vs_all_on,energy_saving_with_switching_vs_all_on,energy_gap_vs_oracle,energy_gap_with_switching_vs_oracle_static,served_ratio,active_bs,switch_events,activation_events,deactivation_events,max_load,energy_gap_with_switching_vs_oracle
oracle,1.0,369.11763421825617,106.75,475.86763421825617,0.6363373061889102,0.5311648923958068,0.0,0.28973745006714624,1.0,2.5,3.05,1.55,1.5,0.8153136678942283,-2.3890432873918393e-16
greedy_sleep,0.6940000000000001,382.27142970296876,110.25,492.5214297029688,0.6233779017704741,0.5147572121153017,0.04073966817073482,0.3415595632940262,1.0,2.6,3.15,1.6,1.55,0.822338729540492,0.034996697163636646
load_sleep,0.6940000000000001,382.27142970296876,110.25,492.5214297029688,0.6233779017704741,0.5147572121153017,0.04073966817073482,0.3415595632940262,1.0,2.6,3.15,1.6,1.55,0.822338729540492,0.034996697163636646
flat_mlp_pruned,0.54,401.36648853677536,113.75,515.1164885367754,0.6045650359243593,0.49249607040711785,0.08587310723648436,0.40616903102973695,1.0,2.7,3.25,1.65,1.6,0.8686277330321653,0.08247851187231117
ml_gcn_pruned,0.595,401.4762372913047,103.25,504.72623729130464,0.6044569090726062,0.5027327711415717,0.08829414515797065,0.3741820839697795,1.0,2.75,2.95,1.5,1.45,0.8278228095535749,0.060644181276284036
attn_ml_gcn_pruned,0.5599999999999999,402.1565830885293,110.25,512.4065830885293,0.6037866176467692,0.4951659279915968,0.08987358492054513,0.39201219858494146,1.0,2.75,3.15,1.6,1.55,0.8292712387732495,0.0767838496314175
agg_gcn_pruned,0.602,408.3815042023754,112.0,520.3815042023755,0.5976536904410095,0.4873088628548025,0.1111225564582979,0.42745105103299996,1.0,2.8,3.2,1.6,1.6,0.8342978013947224,0.09354254583261476
rsrp_sleep,0.589,431.49554309753023,112.0,543.4955430975302,0.5748812383275566,0.46453641074134955,0.15249945655674596,0.46430969790464127,1.0,3.05,3.2,1.6,1.6,0.8034500692803933,0.1421149580604939
sinr_sleep,0.589,431.49554309753023,112.0,543.4955430975302,0.5748812383275566,0.46453641074134955,0.15249945655674596,0.46430969790464127,1.0,3.05,3.2,1.6,1.6,0.8034500692803933,0.1421149580604939
flat_mlp,0.515,476.00757017533977,126.0,602.0075701753398,0.5310270244577933,0.4068890934233106,0.2682785417335055,0.6236840858306156,1.0,3.35,3.6,1.85,1.75,0.8425476324124673,0.2650735769502439
agg_gcn,0.483,479.5020526892257,103.25,582.7520526892257,0.5275841845426348,0.4258600466116003,0.2889104046474254,0.581292245497037,1.0,3.4,2.95,1.5,1.45,0.8269677486473677,0.22460955691293552
attn_ml_gcn,0.465,481.3528928480056,119.0,600.3528928480056,0.5257606967014723,0.40851931739112757,0.2848916527123288,0.6075219766182245,1.0,3.35,3.4,1.75,1.65,0.8779941032224405,0.2615963971457118
ml_gcn,0.4640000000000001,481.45207691043254,119.0,600.4520769104324,0.5256629784133671,0.40842159910302217,0.2852467162361029,0.6078770401419986,1.0,3.35,3.4,1.75,1.65,0.8773819211223071,0.26180482498424257
rsrp,0.39,817.2571000640397,0.0,817.2571000640397,0.19482059106991162,0.19482059106991162,1.2659530416854887,1.2659530416854887,1.0,7.0,0.0,0.0,0.0,0.5978645041298281,0.7174042555060709
sinr,0.39,817.2571000640397,0.0,817.2571000640397,0.19482059106991162,0.19482059106991162,1.2659530416854887,1.2659530416854887,1.0,7.0,0.0,0.0,0.0,0.5978645041298281,0.7174042555060709
load_aware,0.388,823.1598230826945,0.0,823.1598230826945,0.1890051004111385,0.1890051004111385,1.2825305784027916,1.2825305784027916,1.0,7.0,0.0,0.0,0.0,0.588554848104566,0.7298083834488163
