policy,graph_id,hour,raw_assignment_accuracy,assignment_accuracy,energy_w,switching_penalty_w,energy_w_with_switching,energy_saving_vs_all_on,energy_saving_with_switching_vs_all_on,energy_gap_vs_oracle,energy_gap_with_switching_vs_oracle_static,served_ratio,active_bs,switch_events,activation_events,deactivation_events,max_load,mean_active_load
rsrp,0,0,0.21428571428571427,0.14285714285714285,705.1923959188425,0.0,705.1923959188425,0.30522916658242116,0.30522916658242116,2.680518024659912,2.680518024659912,1.0,7.0,0,0,0,0.24500015344163129,0.19530492446452588
rsrp,1,1,0.19047619047619047,0.21428571428571427,663.7335096058237,0.0,663.7335096058237,0.3460753599942624,0.3460753599942624,2.8830027657791812,2.8830027657791812,1.0,7.0,0,0,0,0.11493382683396745,0.08761950546967176
rsrp,2,2,0.14285714285714285,0.14285714285714285,688.107115701238,0.0,688.107115701238,0.3220619549741498,0.3220619549741498,2.653096652295279,2.653096652295279,1.0,7.0,0,0,0,0.18788389596903052,0.15092757324996872
rsrp,3,3,0.16666666666666666,0.16666666666666666,668.7941883359777,0.0,668.7941883359777,0.34108946961972647,0.34108946961972647,2.6476156110393174,2.6476156110393174,1.0,7.0,0,0,0,0.12085424692973135,0.10076412554799395
rsrp,4,4,0.07142857142857142,0.11904761904761904,673.7957971303539,0.0,673.7957971303539,0.3361617762262523,0.3361617762262523,2.9767256375783377,2.9767256375783377,1.0,7.0,0,0,0,0.15245490246890417,0.11375531722169836
rsrp,5,5,0.14285714285714285,0.14285714285714285,682.2594562128729,0.0,682.2594562128729,0.3278231958493863,0.3278231958493863,2.766683958062725,2.766683958062725,1.0,7.0,0,0,0,0.18885051358741362,0.1357388473061636
rsrp,6,6,0.21428571428571427,0.19047619047619047,707.6400577828706,0.0,707.6400577828706,0.3028176770612112,0.3028176770612112,2.808748683685509,2.808748683685509,1.0,7.0,0,0,0,0.32084569313179523,0.2016624877477158
rsrp,7,7,0.19047619047619047,0.16666666666666666,677.6583237007221,0.0,677.6583237007221,0.3323563313293378,0.3323563313293378,2.8452403311054457,2.8452403311054457,1.0,7.0,0,0,0,0.15771084103436633,0.12378785376810954
rsrp,8,8,0.14285714285714285,0.14285714285714285,723.5377097315336,0.0,723.5377097315336,0.2871549657817403,0.2871549657817403,3.037206586858535,3.037206586858535,1.0,7.0,0,0,0,0.3070602573989033,0.24295509021177542
rsrp,9,9,0.07142857142857142,0.11904761904761904,670.7701387242719,0.0,670.7701387242719,0.33914272046869764,0.33914272046869764,3.003047932837921,3.003047932837921,1.0,7.0,0,0,0,0.16622317819101548,0.10589646421888813
rsrp,10,10,0.14285714285714285,0.14285714285714285,701.5131125168097,0.0,701.5131125168097,0.30885407633811857,0.30885407633811857,2.697683908542072,2.697683908542072,1.0,7.0,0,0,0,0.24313392994388924,0.18574834419950567
rsrp,11,11,0.09523809523809523,0.09523809523809523,693.0983078200476,0.0,693.0983078200476,0.31714452431522405,0.31714452431522405,2.6825994783410247,2.6825994783410247,1.0,7.0,0,0,0,0.21522218748535932,0.16389170862350033
rsrp,12,12,0.4523809523809524,0.35714285714285715,694.0321372008179,0.0,694.0321372008179,0.31622449536865227,0.31622449536865227,1.694003435419774,1.694003435419774,1.0,7.0,0,0,0,0.2116217448992172,0.16631723948264415
rsrp,13,13,0.11904761904761904,0.11904761904761904,710.0417055845902,0.0,710.0417055845902,0.30045152159153676,0.30045152159153676,3.0001763141368394,3.0001763141368394,1.0,7.0,0,0,0,0.25072504115034216,0.20790053398594874
rsrp,14,14,0.2619047619047619,0.2857142857142857,680.6411368073553,0.0,680.6411368073553,0.32941759920457603,0.32941759920457603,1.6993187313513818,1.6993187313513818,1.0,7.0,0,0,0,0.20043666564454893,0.13153542027884516
rsrp,15,15,0.16666666666666666,0.09523809523809523,688.8479004070138,0.0,688.8479004070138,0.3213321178256022,0.3213321178256022,3.206843308252658,3.206843308252658,1.0,7.0,0,0,0,0.1988270378994316,0.15285168936886664
rsrp,16,16,0.30952380952380953,0.2857142857142857,701.6971151953205,0.0,701.6971151953205,0.30867279291101424,0.30867279291101424,2.7944105862104025,2.7944105862104025,1.0,7.0,0,0,0,0.2946431982525987,0.18622627323459875
rsrp,17,17,0.38095238095238093,0.35714285714285715,687.2757659626591,0.0,687.2757659626591,0.3228810187560009,0.3228810187560009,1.606239889680696,1.606239889680696,1.0,7.0,0,0,0,0.20024119613922742,0.14876822327963435
rsrp,18,18,0.11904761904761904,0.11904761904761904,713.1711910381812,0.0,713.1711910381812,0.2973682846914471,0.2973682846914471,2.9960672986123074,2.9960672986123074,1.0,7.0,0,0,0,0.2966231542105406,0.21602906763163962
rsrp,19,19,0.3333333333333333,0.23809523809523808,702.8364651619754,0.0,702.8364651619754,0.30755028062859563,0.30755028062859563,1.7969711493598246,1.7969711493598246,1.0,7.0,0,0,0,0.24965018883781287,0.18918562379733864
