policy,graph_id,hour,raw_assignment_accuracy,assignment_accuracy,energy_w,switching_penalty_w,energy_w_with_switching,energy_saving_vs_all_on,energy_saving_with_switching_vs_all_on,energy_gap_vs_oracle,energy_gap_with_switching_vs_oracle_static,served_ratio,active_bs,switch_events,activation_events,deactivation_events,max_load,mean_active_load
rsrp,0,0,0.5,0.48,820.2381316972944,0.0,820.2381316972944,0.19188361409133556,0.19188361409133556,0.9483165208239493,0.9483165208239493,1.0,7.0,0,0,0,0.6080588761159729,0.4941250173955698
rsrp,1,1,0.34,0.3,783.8548829430446,0.0,783.8548829430446,0.22772917936645856,0.22772917936645856,1.4874572288870418,1.4874572288870418,1.0,7.0,0,0,0,0.5259483027269809,0.39962307257933666
rsrp,2,2,0.48,0.44,904.4223918306033,0.0,904.4223918306033,0.10894345632452881,0.10894345632452881,1.0597371634286656,1.0597371634286656,1.0,7.0,0,0,0,0.8017351403345075,0.7127854333262424
rsrp,3,3,0.4,0.44,932.7836408222659,0.0,932.7836408222659,0.08100133909136369,0.08100133909136369,1.8900109287223053,1.8900109287223053,0.88,7.0,0,0,0,1.01451717213395,0.7864510151227682
rsrp,4,4,0.48,0.48,869.9494395699523,0.0,869.9494395699523,0.1429069560887169,0.1429069560887169,0.9765260625763211,0.9765260625763211,1.0,7.0,0,0,0,0.729626713109293,0.623245297584292
rsrp,5,5,0.56,0.46,867.5182437108373,0.0,867.5182437108373,0.1453022229449879,0.1453022229449879,0.9961360629333815,0.9961360629333815,1.0,7.0,0,0,0,0.7107820019997924,0.6169305031450314
rsrp,6,6,0.66,0.66,838.0394240571119,0.0,838.0394240571119,0.17434539501762375,0.17434539501762375,0.5002129747783133,0.5002129747783133,1.0,7.0,0,0,0,0.6706785019920362,0.5403621404080826
rsrp,7,7,0.54,0.46,841.0051006106079,0.0,841.0051006106079,0.17142354619644543,0.17142354619644543,1.0602727887969268,1.0602727887969268,1.0,7.0,0,0,0,0.6593729493984363,0.5480651963911889
rsrp,8,8,0.36,0.32,790.6275015707233,0.0,790.6275015707233,0.22105664869879477,0.22105664869879477,1.5080223205930945,1.5080223205930945,1.0,7.0,0,0,0,0.49449569164237656,0.41721428979408687
rsrp,9,9,0.64,0.62,860.5742708948565,0.0,860.5742708948565,0.15214357547304783,0.15214357547304783,0.5332366084038536,0.5332366084038536,1.0,7.0,0,0,0,0.7608054107337833,0.5988942101165103
rsrp,10,10,0.4,0.34,802.1536838803802,0.0,802.1536838803802,0.20970080405873873,0.20970080405873873,1.464091814809686,1.464091814809686,1.0,7.0,0,0,0,0.5971336951567991,0.44715242566332497
rsrp,11,11,0.34,0.34,908.260821691181,0.0,908.260821691181,0.10516175202839306,0.10516175202839306,1.8203359820902696,1.8203359820902696,1.0,7.0,0,0,0,0.7980996838299526,0.7227553810160545
rsrp,12,12,0.44,0.42,843.9284967728003,0.0,843.9284967728003,0.16854335293320172,0.16854335293320172,0.9095113820800568,0.9095113820800568,1.0,7.0,0,0,0,0.7138848081330458,0.5556584331761044
rsrp,13,13,0.24,0.24,865.2848103024976,0.0,865.2848103024976,0.14750264994827825,0.14750264994827825,1.7056770954153737,1.7056770954153737,1.0,7.0,0,0,0,0.7120653754606693,0.6111293774090847
rsrp,14,14,0.52,0.5,840.4991606097337,0.0,840.4991606097337,0.17192200925149387,0.17192200925149387,0.8332645727848743,0.8332645727848743,1.0,7.0,0,0,0,0.8011451520400518,0.5467510665187891
rsrp,15,15,0.58,0.52,887.8434289057857,0.0,887.8434289057857,0.12527740994503872,0.12527740994503872,1.027827693496348,1.027827693496348,1.0,7.0,0,0,0,0.8583588301116558,0.6697231919630797
rsrp,16,16,0.42,0.42,815.6125656282238,0.0,815.6125656282238,0.19644082204115879,0.19644082204115879,1.0002523672402357,1.0002523672402357,1.0,7.0,0,0,0,0.5789890572160785,0.4821105600733083
rsrp,17,17,0.46,0.4,796.4737947701149,0.0,796.4737947701149,0.2152967539210691,0.2152967539210691,0.8096094001721506,0.8096094001721506,1.0,7.0,0,0,0,0.5572513663572145,0.43239946693536363
rsrp,18,18,0.4,0.44,799.0349682606118,0.0,799.0349682606118,0.21277343028511156,0.21277343028511156,0.9194541258398008,0.9194541258398008,1.0,7.0,0,0,0,0.5311452993978041,0.4390518656119786
rsrp,19,19,0.34,0.32,734.3122048927526,0.0,734.3122048927526,0.27653969961305164,0.27653969961305164,1.5107558240649794,1.5107558240649794,1.0,7.0,0,0,0,0.38010128017783085,0.2709407919292277
sinr,0,0,0.5,0.48,820.2381316972944,0.0,820.2381316972944,0.19188361409133556,0.19188361409133556,0.9483165208239493,0.9483165208239493,1.0,7.0,0,0,0,0.6080588761159729,0.4941250173955698
sinr,1,1,0.34,0.3,783.8548829430446,0.0,783.8548829430446,0.22772917936645856,0.22772917936645856,1.4874572288870418,1.4874572288870418,1.0,7.0,0,0,0,0.5259483027269809,0.39962307257933666
sinr,2,2,0.48,0.44,904.4223918306033,0.0,904.4223918306033,0.10894345632452881,0.10894345632452881,1.0597371634286656,1.0597371634286656,1.0,7.0,0,0,0,0.8017351403345075,0.7127854333262424
sinr,3,3,0.4,0.44,932.7836408222659,0.0,932.7836408222659,0.08100133909136369,0.08100133909136369,1.8900109287223053,1.8900109287223053,0.88,7.0,0,0,0,1.01451717213395,0.7864510151227682
sinr,4,4,0.48,0.48,869.9494395699523,0.0,869.9494395699523,0.1429069560887169,0.1429069560887169,0.9765260625763211,0.9765260625763211,1.0,7.0,0,0,0,0.729626713109293,0.623245297584292
sinr,5,5,0.56,0.46,867.5182437108373,0.0,867.5182437108373,0.1453022229449879,0.1453022229449879,0.9961360629333815,0.9961360629333815,1.0,7.0,0,0,0,0.7107820019997924,0.6169305031450314
sinr,6,6,0.66,0.66,838.0394240571119,0.0,838.0394240571119,0.17434539501762375,0.17434539501762375,0.5002129747783133,0.5002129747783133,1.0,7.0,0,0,0,0.6706785019920362,0.5403621404080826
sinr,7,7,0.54,0.46,841.0051006106079,0.0,841.0051006106079,0.17142354619644543,0.17142354619644543,1.0602727887969268,1.0602727887969268,1.0,7.0,0,0,0,0.6593729493984363,0.5480651963911889
sinr,8,8,0.36,0.32,790.6275015707233,0.0,790.6275015707233,0.22105664869879477,0.22105664869879477,1.5080223205930945,1.5080223205930945,1.0,7.0,0,0,0,0.49449569164237656,0.41721428979408687
sinr,9,9,0.64,0.62,860.5742708948565,0.0,860.5742708948565,0.15214357547304783,0.15214357547304783,0.5332366084038536,0.5332366084038536,1.0,7.0,0,0,0,0.7608054107337833,0.5988942101165103
sinr,10,10,0.4,0.34,802.1536838803802,0.0,802.1536838803802,0.20970080405873873,0.20970080405873873,1.464091814809686,1.464091814809686,1.0,7.0,0,0,0,0.5971336951567991,0.44715242566332497
sinr,11,11,0.34,0.34,908.260821691181,0.0,908.260821691181,0.10516175202839306,0.10516175202839306,1.8203359820902696,1.8203359820902696,1.0,7.0,0,0,0,0.7980996838299526,0.7227553810160545
sinr,12,12,0.44,0.42,843.9284967728003,0.0,843.9284967728003,0.16854335293320172,0.16854335293320172,0.9095113820800568,0.9095113820800568,1.0,7.0,0,0,0,0.7138848081330458,0.5556584331761044
sinr,13,13,0.24,0.24,865.2848103024976,0.0,865.2848103024976,0.14750264994827825,0.14750264994827825,1.7056770954153737,1.7056770954153737,1.0,7.0,0,0,0,0.7120653754606693,0.6111293774090847
sinr,14,14,0.52,0.5,840.4991606097337,0.0,840.4991606097337,0.17192200925149387,0.17192200925149387,0.8332645727848743,0.8332645727848743,1.0,7.0,0,0,0,0.8011451520400518,0.5467510665187891
sinr,15,15,0.58,0.52,887.8434289057857,0.0,887.8434289057857,0.12527740994503872,0.12527740994503872,1.027827693496348,1.027827693496348,1.0,7.0,0,0,0,0.8583588301116558,0.6697231919630797
sinr,16,16,0.42,0.42,815.6125656282238,0.0,815.6125656282238,0.19644082204115879,0.19644082204115879,1.0002523672402357,1.0002523672402357,1.0,7.0,0,0,0,0.5789890572160785,0.4821105600733083
