policy,active_count_hint,mean_predicted_active_score,attention_association,attention_interference,attention_load,attention_temporal
flat_mlp,2,0.47291381961834467,,,,
agg_gcn,2,0.47313161166758133,,,,
ml_gcn,2,0.46972199970044953,,,,
attn_ml_gcn,2,0.469058892153081,0.2356694015089467,0.23996750558316704,0.2764688984443495,0.2478941944635367
