policy,assignment_accuracy,energy_w,energy_saving_vs_all_on,energy_gap_vs_oracle,served_ratio,active_bs,max_load
oracle,1.0,369.11763421825617,0.6363373061889102,0.0,1.0,2.5,0.8153136678942283
greedy_sleep,0.6940000000000001,382.27142970296876,0.6233779017704741,0.04073966817073482,1.0,2.6,0.822338729540492
load_sleep,0.6940000000000001,382.27142970296876,0.6233779017704741,0.04073966817073482,1.0,2.6,0.822338729540492
flat_mlp_pruned,0.54,401.36648853677536,0.6045650359243593,0.08587310723648436,1.0,2.7,0.8686277330321653
ml_gcn_pruned,0.595,401.4762372913047,0.6044569090726062,0.08829414515797065,1.0,2.75,0.8278228095535749
attn_ml_gcn_pruned,0.5599999999999999,402.1565830885293,0.6037866176467692,0.08987358492054513,1.0,2.75,0.8292712387732495
agg_gcn_pruned,0.602,408.3815042023754,0.5976536904410095,0.1111225564582979,1.0,2.8,0.8342978013947224
rsrp_sleep,0.589,431.49554309753023,0.5748812383275566,0.15249945655674596,1.0,3.05,0.8034500692803933
sinr_sleep,0.589,431.49554309753023,0.5748812383275566,0.15249945655674596,1.0,3.05,0.8034500692803933
flat_mlp,0.515,476.00757017533977,0.5310270244577933,0.2682785417335055,1.0,3.35,0.8425476324124673
agg_gcn,0.483,479.5020526892257,0.5275841845426348,0.2889104046474254,1.0,3.4,0.8269677486473677
attn_ml_gcn,0.465,481.3528928480056,0.5257606967014723,0.2848916527123288,1.0,3.35,0.8779941032224405
ml_gcn,0.4640000000000001,481.45207691043254,0.5256629784133671,0.2852467162361029,1.0,3.35,0.8773819211223071
rsrp,0.39,817.2571000640397,0.19482059106991162,1.2659530416854887,1.0,7.0,0.5978645041298281
sinr,0.39,817.2571000640397,0.19482059106991162,1.2659530416854887,1.0,7.0,0.5978645041298281
load_aware,0.388,823.1598230826945,0.1890051004111385,1.2825305784027916,1.0,7.0,0.588554848104566
