policy,assignment_accuracy,energy_w,energy_saving_vs_all_on,energy_gap_vs_oracle,served_ratio,active_bs,max_load,qos_mbps,num_ues,shadowing_db
ml_gcn,0.4566666666666667,464.515232729983,0.5423495244039577,0.27808510995688634,1.0,3.25,0.8240744971505735,2.0,50,2.0
rsrp,0.385,839.469317820579,0.17293663268908474,1.347945867179769,1.0,7.0,0.6656205239918395,2.0,50,2.0
sinr,0.385,839.469317820579,0.17293663268908474,1.347945867179769,1.0,7.0,0.6656205239918395,2.0,50,2.0
load_aware,0.38333333333333336,847.5341694668788,0.16499096604248395,1.3713559664814945,1.0,7.0,0.6588420703056274,2.0,50,2.0
oracle,1.0,376.28180889719823,0.6292790060126126,0.0,1.0,2.5,0.8652082593804759,4.0,50,2.0
ml_gcn,0.4566666666666667,462.7212178708407,0.5441170267282357,0.2744688657514964,1.0,3.25,0.8185011988293821,4.0,50,2.0
rsrp,0.38833333333333336,832.8722458896009,0.17943621094620602,1.3337019759257451,1.0,7.0,0.6613521113824269,4.0,50,2.0
sinr,0.38833333333333336,832.8722458896009,0.17943621094620602,1.3337019759257451,1.0,7.0,0.6613521113824269,4.0,50,2.0
load_aware,0.39166666666666666,839.4136769223187,0.17299145130806046,1.3525682811290016,1.0,7.0,0.6616185369355075,4.0,50,2.0
oracle,1.0,375.24045892970224,0.630304966571722,0.0,1.0,2.5,0.8685900339657012,6.0,50,2.0
ml_gcn,0.46166666666666667,461.9389250316235,0.5448877585895334,0.2745628570736924,1.0,3.25,0.822519045394967,6.0,50,2.0
rsrp,0.38999999999999996,823.7554746781196,0.18841825154865058,1.314287959286857,1.0,7.0,0.6786778364051779,6.0,50,2.0
sinr,0.38999999999999996,823.7554746781196,0.18841825154865058,1.314287959286857,1.0,7.0,0.6786778364051779,6.0,50,2.0
load_aware,0.3933333333333333,827.4644601569775,0.1847640786630765,1.326028240748036,1.0,7.0,0.6784352004323924,6.0,50,2.0
oracle,1.0,658.2385889101296,0.35148907496538956,0.0,0.9833333333333334,4.583333333333333,0.9591334312985523,0.5,70,2.0
load_aware,0.6428571428571429,919.2637327036495,0.0943214456121681,0.4477242421477599,0.9642857142857143,7.0,0.8537770938184844,0.5,70,2.0
ml_gcn,0.6583333333333333,812.4022311770877,0.19960371312602188,0.2530365082524067,0.9511904761904763,5.916666666666667,0.9103431383081984,0.5,70,2.0
