policy,graph_id,hour,raw_assignment_accuracy,assignment_accuracy,energy_w,energy_saving_vs_all_on,energy_gap_vs_oracle,served_ratio,active_bs,max_load,mean_active_load
rsrp,0,0,0.26666666666666666,0.26666666666666666,762.4960961762416,0.24877231903818559,1.6984763774564329,1.0,7.0,0.5797922615983041,0.34414570435387437
rsrp,1,1,0.3,0.3333333333333333,725.6182772374898,0.28510514557882777,1.5416312101200271,1.0,7.0,0.36839285144725503,0.24835916165581762
rsrp,2,2,0.26666666666666666,0.3333333333333333,784.2684666204706,0.22732170776308316,1.6077772892218969,1.0,7.0,0.4841130386990346,0.40069731589732627
rsrp,3,3,0.1,0.1,681.3941107470517,0.3286757529585697,2.595417171840233,1.0,7.0,0.24128577830110295,0.1334911967455888
rsrp,4,4,0.36666666666666664,0.3333333333333333,647.5268104095716,0.36204255132061913,1.365939293977039,1.0,6.0,0.42235225665203524,0.30159639518051995
rsrp,5,5,0.36666666666666664,0.36666666666666664,725.9121508256063,0.28481561495014157,1.600822515497479,1.0,7.0,0.38097920223890525,0.2491224696768997
rsrp,6,6,0.23333333333333334,0.3,766.70677816278,0.2446238638790345,1.655742322308633,1.0,7.0,0.5366528130944133,0.3550825406825453
rsrp,7,7,0.3333333333333333,0.36666666666666664,772.3473386771765,0.23906666140179658,1.9292598957767568,1.0,7.0,0.5246045487956301,0.36973334721344525
rsrp,8,8,0.4,0.43333333333333335,700.372088152885,0.3099782382730197,1.5554768853010328,1.0,7.0,0.2749748978046484,0.18278464455294774
rsrp,9,9,0.26666666666666666,0.3333333333333333,741.0334312493394,0.26991780172478874,1.6808563743092904,1.0,7.0,0.4247590047905947,0.28839852272555694
rsrp,10,10,0.43333333333333335,0.36666666666666664,718.0283025115256,0.2925829531906152,1.6088897231100414,1.0,7.0,0.3155092705201143,0.22864494158837786
rsrp,11,11,0.3,0.3,735.6384436453885,0.2752330604478931,1.8324586403280503,1.0,7.0,0.372041521223971,0.2743855679101
sinr,0,0,0.26666666666666666,0.26666666666666666,762.4960961762416,0.24877231903818559,1.6984763774564329,1.0,7.0,0.5797922615983041,0.34414570435387437
sinr,1,1,0.3,0.3333333333333333,725.6182772374898,0.28510514557882777,1.5416312101200271,1.0,7.0,0.36839285144725503,0.24835916165581762
sinr,2,2,0.26666666666666666,0.3333333333333333,784.2684666204706,0.22732170776308316,1.6077772892218969,1.0,7.0,0.4841130386990346,0.40069731589732627
