policy,active_count_hint,mean_predicted_active_score,attention_association,attention_interference,attention_load,attention_temporal
flat_mlp,2,0.43624190019779735,,,,
agg_gcn,2,0.4406901122037687,,,,
ml_gcn,2,0.4197486897411129,,,,
attn_ml_gcn,2,0.4131256635752458,0.25189714111511,0.2659267376593601,0.23662209870160034,0.24555402252392963
