policy,active_count_hint,mean_predicted_active_score,attention_association,attention_interference,attention_load,attention_temporal
flat_mlp,3,0.48511246342880665,,,,
agg_gcn,3,0.48469429108897527,,,,
ml_gcn,3,0.4799884991556145,,,,
attn_ml_gcn,3,0.4800937356320104,0.24771251463231356,0.24260214118947795,0.2569196566272031,0.2527656875510053
