policy,graph_id,hour,raw_assignment_accuracy,assignment_accuracy,energy_w,switching_penalty_w,energy_w_with_switching,energy_saving_vs_all_on,energy_saving_with_switching_vs_all_on,energy_gap_vs_oracle,energy_gap_with_switching_vs_oracle_static,served_ratio,active_bs,switch_events,activation_events,deactivation_events,max_load,mean_active_load
rsrp,0,0,0.36,0.34,861.0637638755801,0.0,861.0637638755801,0.15166131637873884,0.15166131637873884,0.9664700828975907,0.9664700828975907,1.0,7.0,0,0,0,0.7222750265597507,0.6001656204560523
rsrp,1,1,0.44,0.4,778.9252738299916,0.0,778.9252738299916,0.23258593711330874,0.23258593711330874,1.5410643208947623,1.5410643208947623,1.0,7.0,0,0,0,0.5276492721750197,0.38681889306491335
rsrp,2,2,0.44,0.48,819.6929703742568,0.0,819.6929703742568,0.19242071884309675,0.19242071884309675,0.9103058075021486,0.9103058075021486,1.0,7.0,0,0,0,0.6655701959560599,0.49270901395910865
rsrp,3,3,0.56,0.5,800.2297637276724,0.0,800.2297637276724,0.2115962918939188,0.2115962918939188,0.9368750179702767,0.9368750179702767,1.0,7.0,0,0,0,0.5518711818566834,0.442155230461487
rsrp,4,4,0.22,0.18,765.8163123031671,0.0,765.8163123031671,0.2455011701446629,0.2455011701446629,1.5641615497036894,1.5641615497036894,1.0,7.0,0,0,0,0.4588531372373886,0.3527696423458887
rsrp,5,5,0.34,0.3,802.1513987259842,0.0,802.1513987259842,0.20970305544238008,0.20970305544238008,1.551309244093513,1.551309244093513,1.0,7.0,0,0,0,0.5444674955647653,0.44714649019736147
rsrp,6,6,0.44,0.36,859.7579236348334,0.0,859.7579236348334,0.1529478584878488,0.1529478584878488,1.0142057825666044,1.0142057825666044,1.0,7.0,0,0,0,0.6673459721939619,0.5967738276229438
rsrp,7,7,0.38,0.34,806.3799177719484,0.0,806.3799177719484,0.2055370268256666,0.2055370268256666,1.563478392821028,1.563478392821028,1.0,7.0,0,0,0,0.5659772733141599,0.45812965655051524
rsrp,8,8,0.3,0.36,813.1961307210116,0.0,813.1961307210116,0.19882154608767327,0.19882154608767327,1.6593232877290964,1.6593232877290964,1.0,7.0,0,0,0,0.6243088485797279,0.4758341057688616
rsrp,9,9,0.32,0.34,770.3759242072288,0.0,770.3759242072288,0.2410089416677549,0.2410089416677549,1.6878304990836763,1.6878304990836763,1.0,7.0,0,0,0,0.44518849503593594,0.36461279014864595
rsrp,10,10,0.3,0.3,756.9570040296585,0.0,756.9570040296585,0.2542295526801394,0.2542295526801394,1.7547222424742364,1.7547222424742364,1.0,7.0,0,0,0,0.38458346533616977,0.3297584520250872
rsrp,11,11,0.28,0.32,797.3900675591632,0.0,797.3900675591632,0.21439402210919883,0.21439402210919883,1.5380224837562864,1.5380224837562864,1.0,7.0,0,0,0,0.5330315782053985,0.43477939625756656
rsrp,12,12,0.62,0.66,924.0540176361308,0.0,924.0540176361308,0.08960195306785146,0.08960195306785146,0.2830846409599004,0.2830846409599004,1.0,7.0,0,0,0,0.9001470762355612,0.7637766691847553
rsrp,13,13,0.24,0.24,772.2365349587085,0.0,772.2365349587085,0.2391758276268882,0.2391758276268882,1.4621668146610443,1.4621668146610443,1.0,7.0,0,0,0,0.4592229442218843,0.36944554534729473
rsrp,14,14,0.48,0.46,843.7506022459754,0.0,843.7506022459754,0.1687186184768715,0.1687186184768715,0.9499776526581863,0.9499776526581863,1.0,7.0,0,0,0,0.7058947574879408,0.555196369470066
rsrp,15,15,0.62,0.56,869.5502139657842,0.0,869.5502139657842,0.14330028180710913,0.14330028180710913,0.579916641963264,0.579916641963264,1.0,7.0,0,0,0,0.7640226673103525,0.6222083479630759
rsrp,16,16,0.5,0.54,953.6561987000823,0.0,953.6561987000823,0.060437242660017425,0.060437242660017425,0.6598145951261312,0.6598145951261312,1.0,7.0,0,0,0,0.9779214691303089,0.8406654511690446
