policy,graph_id,hour,raw_assignment_accuracy,assignment_accuracy,energy_w,switching_penalty_w,energy_w_with_switching,energy_saving_vs_all_on,energy_saving_with_switching_vs_all_on,energy_gap_vs_oracle,energy_gap_with_switching_vs_oracle_static,served_ratio,active_bs,switch_events,activation_events,deactivation_events,max_load,mean_active_load
rsrp,0,0,0.45714285714285713,0.34285714285714286,858.7141419573534,0.0,858.7141419573534,0.1539762148203415,0.1539762148203415,1.0346742394856625,1.0346742394856625,1.0,7.0,0,0,0,0.7343567558394053,0.5940627063827358
rsrp,1,1,0.3142857142857143,0.3142857142857143,758.278387814869,0.0,758.278387814869,0.2529276967341192,0.2529276967341192,1.6810991619978177,1.6810991619978177,1.0,7.0,0,0,0,0.5383604397370045,0.3331906177009583
rsrp,2,2,0.4,0.37142857142857144,746.4561170275442,0.0,746.4561170275442,0.26457525416005495,0.26457525416005495,1.6816509987958352,1.6816509987958352,1.0,7.0,0,0,0,0.38612807333120835,0.3024834208507639
rsrp,3,3,0.2857142857142857,0.2571428571428571,782.5994776986802,0.0,782.5994776986802,0.22896603182396041,0.22896603182396041,1.5514874118888573,1.5514874118888573,1.0,7.0,0,0,0,0.5801154944877941,0.3963622797368315
rsrp,4,4,0.37142857142857144,0.34285714285714286,770.2582203088195,0.0,770.2582203088195,0.24112490609968518,0.24112490609968518,1.549398021782909,1.549398021782909,1.0,7.0,0,0,0,0.5810479905974306,0.36430706573719374
rsrp,5,5,0.3142857142857143,0.2571428571428571,808.7134098211725,0.0,808.7134098211725,0.20323801988061824,0.20323801988061824,1.484435683641349,1.484435683641349,1.0,7.0,0,0,0,0.5708605295466331,0.4641906748601882
sinr,0,0,0.45714285714285713,0.34285714285714286,858.7141419573534,0.0,858.7141419573534,0.1539762148203415,0.1539762148203415,1.0346742394856625,1.0346742394856625,1.0,7.0,0,0,0,0.7343567558394053,0.5940627063827358
sinr,1,1,0.3142857142857143,0.3142857142857143,758.278387814869,0.0,758.278387814869,0.2529276967341192,0.2529276967341192,1.6810991619978177,1.6810991619978177,1.0,7.0,0,0,0,0.5383604397370045,0.3331906177009583
sinr,2,2,0.4,0.37142857142857144,746.4561170275442,0.0,746.4561170275442,0.26457525416005495,0.26457525416005495,1.6816509987958352,1.6816509987958352,1.0,7.0,0,0,0,0.38612807333120835,0.3024834208507639
sinr,3,3,0.2857142857142857,0.2571428571428571,782.5994776986802,0.0,782.5994776986802,0.22896603182396041,0.22896603182396041,1.5514874118888573,1.5514874118888573,1.0,7.0,0,0,0,0.5801154944877941,0.3963622797368315
