policy,assignment_accuracy,energy_w,switching_penalty_w,energy_w_with_switching,energy_saving_vs_all_on,energy_saving_with_switching_vs_all_on,energy_gap_vs_oracle,energy_gap_with_switching_vs_oracle_static,served_ratio,active_bs,switch_events,activation_events,deactivation_events,max_load,energy_gap_with_switching_vs_oracle
flat_mlp_search,0.9295634920634921,194.30142913941805,55.416666666666664,249.71809580608473,0.8085700205522975,0.7539723194028722,-0.0008680122915316357,0.2833708670184498,1.0,1.1666666666666667,1.5833333333333333,0.7916666666666666,0.7916666666666666,0.7201729497615149,-0.012421081814186762
agg_gcn_search,0.9702380952380952,194.32127553887025,58.333333333333336,252.65460887220357,0.8085504674493889,0.7510792030815728,-0.0007895845140357834,0.294884798508999,1.0,1.1666666666666667,1.6666666666666667,0.8333333333333334,0.8333333333333334,0.7210048527474489,-0.0008078329316222785
oracle,1.0,194.52554326644056,58.333333333333336,252.8588765997739,0.8083492184567088,0.7508779540888927,0.0,0.2956743830230348,1.0,1.1666666666666667,1.6666666666666667,0.8333333333333334,0.8333333333333334,0.721694338459002,1.124014699922519e-16
attn_ml_gcn_search,0.9454365079365079,194.61764524389056,61.25,255.86764524389056,0.8082584775922261,0.7479136500060192,0.00035293930595347656,0.3127577932097884,1.0,1.1666666666666667,1.75,0.875,0.875,0.7239026522396806,0.011899003446412431
ml_gcn_search,0.9454365079365079,194.61764524389056,61.25,255.86764524389056,0.8082584775922261,0.7479136500060192,0.00035293930595347656,0.3127577932097884,1.0,1.1666666666666667,1.75,0.875,0.875,0.7239026522396806,0.011899003446412431
flat_mlp_stable_search,0.7063492063492064,201.41121291517652,43.75,245.16121291517652,0.8015653074727326,0.7584618591968705,0.034486621296669795,0.2678616070769028,1.0,1.2083333333333333,1.25,0.625,0.625,0.7497109052446951,-0.030442529003169044
agg_gcn_stable_search,0.5962301587301587,210.38407744365213,35.0,245.38407744365213,0.7927250468535446,0.758242288232855,0.08245457542904487,0.2696902685272542,1.0,1.3333333333333333,1.0,0.5,0.5,0.6812398558939873,-0.02956114990557714
attn_ml_gcn_stable_search,0.5962301587301587,210.44368540015398,35.0,245.44368540015398,0.7926663198028039,0.7581835611821143,0.08276805316115424,0.2700037462593636,1.0,1.3333333333333333,1.0,0.5,0.5,0.6827286537392109,-0.029325413840846467
ml_gcn_stable_search,0.5962301587301587,210.44368540015398,35.0,245.44368540015398,0.7926663198028039,0.7581835611821143,0.08276805316115424,0.2700037462593636,1.0,1.3333333333333333,1.0,0.5,0.5,0.6827286537392109,-0.029325413840846467
flat_mlp_pruned,0.5515873015873015,215.84878943349972,61.25,277.0987894334997,0.7873410941541875,0.7269962665679807,0.11005659512288564,0.4265059152977592,1.0,1.4583333333333333,1.75,0.875,0.875,0.570274812359379,0.09586340475637266
flat_mlp_stable,0.5277777777777778,217.59766906162574,46.666666666666664,264.2643357282924,0.7856180600378071,0.7396410485435543,0.1198079069450455,0.36176930610928726,1.0,1.4583333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.5948871548145216,0.045106026262115864
attn_ml_gcn_pruned,0.5386904761904762,219.50970413649335,62.708333333333336,282.2180374698267,0.7837342816389228,0.7219526724435205,0.13104708980685195,0.44849335842983074,1.0,1.5,1.7916666666666667,0.9166666666666666,0.875,0.5554634968544744,0.11610887964404992
ml_gcn_pruned,0.5099206349206349,220.0027092870146,56.875,276.8777092870146,0.7832485622788034,0.7272140795201826,0.13298003685691154,0.42762596995120367,1.0,1.5,1.625,0.8333333333333334,0.7916666666666666,0.5605491048791894,0.09498908248832355
attn_ml_gcn_stable,0.566468253968254,220.8673573913244,48.125,268.9923573913244,0.7823966922252962,0.734982899121848,0.13674539993481705,0.38990832729025854,1.0,1.5,1.375,0.7083333333333334,0.6666666666666666,0.58223536882076,0.06380428881318909
ml_gcn_stable,0.566468253968254,220.8673573913244,48.125,268.9923573913244,0.7823966922252962,0.734982899121848,0.13674539993481705,0.38990832729025854,1.0,1.5,1.375,0.7083333333333334,0.6666666666666666,0.58223536882076,0.06380428881318909
agg_gcn_pruned,0.503968253968254,221.31694400810238,65.625,286.9419440081024,0.7819537497457119,0.7172985773319188,0.1388830896284565,0.4780765147178429,1.0,1.5,1.875,0.9583333333333334,0.9166666666666666,0.571788528265365,0.13479086780202432
agg_gcn_stable,0.5228174603174603,221.80313022487894,42.291666666666664,264.09479689154557,0.7814747485469172,0.7398080818802506,0.140720478413421,0.35830415433372215,1.0,1.5,1.2083333333333333,0.625,0.5833333333333334,0.5761525447227945,0.044435538284684994
flat_mlp,0.48115079365079366,224.2649170399194,65.625,289.8899170399194,0.7790493428178134,0.7143941704040203,0.15412670203679965,0.49382625870694064,1.0,1.5416666666666667,1.875,0.9166666666666666,0.9583333333333334,0.5491119351477249,0.1464494382720778
rsrp_sleep,0.2787698412698412,227.0944189501264,77.29166666666667,304.386085616793,0.776261656206772,0.7001122309194158,0.17730435590758942,0.5822332569269787,1.0,1.625,2.2083333333333335,1.0833333333333333,1.125,0.5138264259012285,0.2037785254364498
sinr_sleep,0.2787698412698412,227.0944189501264,77.29166666666667,304.386085616793,0.776261656206772,0.7001122309194158,0.17730435590758942,0.5822332569269787,1.0,1.625,2.2083333333333335,1.0833333333333333,1.125,0.5138264259012285,0.2037785254364498
agg_gcn,0.3978174603174603,230.49085662683862,56.875,287.3658566268386,0.7729154121903067,0.716880929431686,0.1881998843589712,0.48676938892598676,1.0,1.625,1.625,0.8333333333333334,0.7916666666666666,0.510660044697753,0.13646734688963486
attn_ml_gcn,0.3978174603174603,231.2941450102165,55.416666666666664,286.71081167688317,0.7721239950638261,0.7175262939144008,0.19218342583494494,0.4784958493559166,1.0,1.625,1.5833333333333333,0.7916666666666666,0.7916666666666666,0.5173710909052909,0.13387679140365033
ml_gcn,0.3978174603174603,231.2941450102165,55.416666666666664,286.71081167688317,0.7721239950638261,0.7175262939144008,0.19218342583494494,0.4784958493559166,1.0,1.625,1.5833333333333333,0.7916666666666666,0.7916666666666666,0.5173710909052909,0.13387679140365033
greedy_sleep,0.22420634920634921,237.2397471206325,86.04166666666667,323.2814137872992,0.7662662589944507,0.681496144051922,0.23272168794161494,0.6796511583438082,1.0,1.75,2.4583333333333335,1.2083333333333333,1.25,0.4530182983945124,0.27850529961418125
