policy,assignment_accuracy,energy_w,energy_saving_vs_all_on,energy_gap_vs_oracle,served_ratio,active_bs,max_load
oracle,1.0,319.5981437479127,0.6851249815291501,0.0,1.0,2.1666666666666665,0.7499266232882175
greedy_sleep,0.4523809523809524,344.4107647173301,0.6606790495395762,0.07586927736771845,1.0,2.3333333333333335,0.7731524970367869
load_sleep,0.4523809523809524,344.4107647173301,0.6606790495395762,0.07586927736771845,1.0,2.3333333333333335,0.7731524970367869
agg_gcn_pruned,0.3761904761904762,346.17746789051836,0.6589384552802775,0.08289561186475809,1.0,2.3333333333333335,0.7883608212685281
rsrp_sleep,0.6238095238095238,349.4360424275066,0.6557280370172348,0.09458710081122886,1.0,2.5,0.6937138743833663
sinr_sleep,0.6238095238095238,349.4360424275066,0.6557280370172348,0.09458710081122886,1.0,2.5,0.6937138743833663
flat_mlp_pruned,0.32857142857142857,363.19248953998255,0.6421748871527265,0.13467363922609915,1.0,2.5,0.7947217319228361
ml_gcn_pruned,0.4761904761904762,372.8364868546461,0.632673411965866,0.16965750664085077,1.0,2.6666666666666665,0.7026508153870726
attn_ml_gcn_pruned,0.4666666666666666,374.40542412228257,0.6311276609632684,0.17447741402185102,1.0,2.6666666666666665,0.7118129946445952
flat_mlp,0.24761904761904763,377.11331185177846,0.6284597912790361,0.18007751166492345,1.0,2.6666666666666665,0.7371651829424978
agg_gcn,0.2571428571428571,379.18012602288474,0.6264235211597194,0.18719547786027355,1.0,2.6666666666666665,0.7600469149704687
attn_ml_gcn,0.4904761904761905,412.3488858122698,0.5937449400864336,0.299751638758605,1.0,3.0,0.7065170556104888
ml_gcn,0.4904761904761905,412.3488858122698,0.5937449400864336,0.299751638758605,1.0,3.0,0.7065170556104888
rsrp,0.3142857142857143,787.5032924380731,0.2241346872531299,1.4971242529320719,1.0,7.0,0.5651448805899126
sinr,0.3142857142857143,787.5032924380731,0.2241346872531299,1.4971242529320719,1.0,7.0,0.5651448805899126
load_aware,0.30952380952380953,790.5305715539738,0.22115214625224267,1.5070440895115358,1.0,7.0,0.564282422638719
