policy,assignment_accuracy,energy_w,energy_saving_vs_all_on,energy_gap_vs_oracle,served_ratio,active_bs,max_load
oracle,1.0,403.91665953226277,0.6020525521849628,0.0,1.0,2.75,0.8484958899978198
greedy_sleep,0.563,432.37241250665494,0.5740173275796503,0.08111035353948971,1.0,2.95,0.8766657547178054
load_sleep,0.563,432.37241250665494,0.5740173275796503,0.08111035353948971,1.0,2.95,0.8766657547178054
agg_gcn_pruned,0.603,434.9020586768067,0.5715250653430476,0.08486601623820746,1.0,3.0,0.8631488830960622
attn_ml_gcn_pruned,0.568,439.2226417204024,0.5672683332803917,0.09097980788131708,1.0,3.0,0.891306490566414
ml_gcn_pruned,0.569,439.4827359929219,0.5670120827655942,0.09160461035470771,1.0,3.0,0.8926018974600023
flat_mlp_pruned,0.567,445.55282415599794,0.5610317003389182,0.10861877567300085,1.0,3.1,0.8555596368463633
flat_mlp,0.557,490.795627057477,0.5164575102882,0.23452251611407465,1.0,3.45,0.851778005545019
agg_gcn,0.483,500.91784575561724,0.5064848810289486,0.26147392746340953,1.0,3.55,0.8375529589226002
attn_ml_gcn,0.47800000000000004,507.0537986893552,0.5004396072026057,0.2755643479801525,1.0,3.6,0.8398198502629048
ml_gcn,0.47800000000000004,507.0537986893552,0.5004396072026057,0.2755643479801525,1.0,3.6,0.8398198502629048
rsrp_sleep,0.507,468.294975226736,0.5386256401707035,0.1847337713275689,0.994,3.3,0.8453259529212614
sinr_sleep,0.507,468.294975226736,0.5386256401707035,0.1847337713275689,0.994,3.3,0.8453259529212614
rsrp,0.43,840.1208481710689,0.17229473086594194,1.1480354458968813,0.994,7.0,0.6752097654034116
sinr,0.43,840.1208481710689,0.17229473086594194,1.1480354458968813,0.994,7.0,0.6752097654034116
load_aware,0.426,846.5225230782447,0.16598766199187714,1.1643367649225562,0.994,7.0,0.6733153157206715
